tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,03c4546846a3c110_score,player_272fbe19_x,player_272fbe19_y,player_272fbe19_move_target,player_272fbe19_item,player_272fbe19_score,player_272fbe19_cut_speed,player_272fbe19_speed,player_d583742b_x,player_d583742b_y,player_d583742b_move_target,player_d583742b_item,player_d583742b_score,player_d583742b_cut_speed,player_d583742b_speed
89,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.500000000001705,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
90,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,48.75000000000199,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
91,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,50.000000000002274,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
92,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,51.25000000000256,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
93,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,52.50000000000284,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
94,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,53.750000000003126,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
95,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,55.00000000000341,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
96,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.250000000003695,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
97,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.50000000000398,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
98,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,58.75000000000426,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
99,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,60.00000000000455,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
100,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,61.25000000000483,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
101,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,62.500000000005116,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
102,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,63.7500000000054,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
103,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,65.00000000000568,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
104,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,66.25000000000597,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
105,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,67.50000000000625,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
106,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.75000000000654,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
107,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000000682,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
108,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.2500000000071,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
109,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.50000000000739,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
110,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.75000000000767,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
111,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000000796,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
112,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.25000000000824,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
113,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000853,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
114,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.75000000000881,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
115,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.0000000000091,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
116,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.25000000000938,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
117,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.50000000000966,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
118,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.75000000000995,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
119,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.00000000001023,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
120,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.25000000001052,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
121,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.5000000000108,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
122,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.66756619610841,88.47591077356992,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
123,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.545942769935266,89.36526705456868,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
124,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.42431934376212,90.25462333556743,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
125,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.302695917588977,91.14397961656618,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
126,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.181072491415833,92.03333589756494,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
127,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.05944906524269,92.9226921785637,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
128,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.937825639069217,93.81204845956245,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
129,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,30.816202212895718,94.7014047405612,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
130,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,31.694578786722218,95.59076102155996,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
131,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,32.57295536054872,96.48011730255871,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
132,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,33.45133193437522,97.36947358355746,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
133,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,34.32970850820172,98.25882986455622,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
134,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,35.20808508202822,99.14818614555497,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
135,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.08646165585472,100.03754242655373,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
136,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,36.96483822968122,100.92689870755248,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
137,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,37.84321480350772,101.81625498855124,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
138,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,38.72159137733422,102.70561126955039,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
139,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.59996795116072,103.59496755055007,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
140,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.49047625129634,103.144703231137,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
141,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.384815622898,102.27140082738306,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0
142,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.27915499449966,101.39809842362912,,,0,1.0,30.0,88.0,38.749999999999716,,,0,1.0,30.0
143,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.17349436610132,100.52479601987518,,,0,1.0,30.0,88.0,37.49999999999943,,,0,1.0,30.0
144,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.06783373770298,99.65149361612124,,,0,1.0,30.0,88.0,36.24999999999915,,,0,1.0,30.0
145,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.96217310930464,98.7781912123673,,,0,1.0,30.0,88.0,34.99999999999886,,,0,1.0,30.0
146,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.856512480906304,97.90488880861336,,,0,1.0,30.0,88.0,33.74999999999858,,,0,1.0,30.0
147,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.750851852507964,97.03158640485942,,,0,1.0,30.0,88.0,32.499999999998295,,,0,1.0,30.0
148,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.645191224109624,96.15828400110549,,,0,1.0,30.0,88.0,31.249999999998227,,,0,1.0,30.0
149,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.539530595711284,95.28498159735155,,,0,1.0,30.0,88.0,29.9999999999983,,,0,1.0,30.0
150,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.433869967312944,94.41167919359702,,,0,1.0,30.0,88.0,28.74999999999837,,,0,1.0,30.0
151,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.328209338914604,93.5383767898421,,,0,1.0,30.0,88.0,27.49999999999844,,,0,1.0,30.0
152,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.222548710516264,92.66507438608718,,,0,1.0,30.0,88.0,26.24999999999851,,,0,1.0,30.0
153,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.116888082117924,91.79177198233225,,,0,1.0,30.0,88.0,24.999999999998582,,,0,1.0,30.0
154,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.011227453719584,90.91846957857733,,,0,1.0,30.0,88.0,24.0,,,0,1.0,30.0
155,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.905566825321245,90.04516717482241,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
156,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.799906196922905,89.17186477106749,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
157,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.694245568524565,88.29856236731256,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
158,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.57949582572894,87.41606070901427,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
159,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.46350665824278,86.53230460691462,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
160,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.347517490756616,85.64854850481497,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
161,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.23152832327045,84.76479240271532,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
162,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.11553915578429,83.88103630061566,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
163,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.99954998829813,82.99728019851601,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
164,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.883560820811965,82.11352409641636,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
165,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.7675716533258,81.2297679943167,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
166,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.65158248583964,80.34601189221705,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
167,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.5355933183539,79.4622557901174,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
168,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.41960415086845,78.57849968801774,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
169,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.303614983383,77.69474358591809,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
170,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.18762581589755,76.81098748381844,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
171,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.0716366484121,75.92723138171878,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
172,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.95564748092664,75.04347527961913,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
173,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.83965831344119,74.15971917751948,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
174,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.72366914595574,73.27596307541982,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
175,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.60767997847029,72.39220697332017,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
176,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.81406999982093,71.22285334733816,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
177,0,1,,0,2,,0.0,0,0,3,,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,71.82933620263873,69.97294657359446,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0
